Id_delta	depart_date_time	arrive_date_time	depart_airport	arrive_airport	flight_number	flight_cost_coach	flight_cost_business	flight_cost_first	org_dest_code
25462	2023-01-02 18:10:00	2023-01-02 23:10:00	Raleigh-Durham (RDU)	Phoenix (PHX)	WN1235	442.27	1618.68	8161.22	
25463	2023-01-02 15:50:00	2023-01-02 17:20:00	Nashville (BNA)	Raleigh-Durham (RDU)	WN1235	752.65	3241.4	6800.14	
25464	2023-01-02 13:00:00	2023-01-02 14:55:00	Houston (HOU)	Nashville (BNA)	WN1235	684.86	4141.33	3813.18	HOU_BNA
25465	2023-01-01 23:55:00	2023-01-01 02:20:00	Phoenix (PHX)	Houston (HOU)	WN1325	711.17	1260.6	2869.4	
25466	2023-01-01 20:05:00	2023-01-01 22:45:00	Dallas (DAL)	Phoenix (PHX)	WN407	344.06	2343.11	3763.32	DAL_PHX
25467	2023-01-01 16:10:00	2023-01-01 19:15:00	Los Angeles (LAX)	Dallas (DAL)	WN1345	694.1	3299.21	3337.22	
25468	2023-01-01 11:35:00	2023-01-01 15:20:00	Houston (HOU)	Los Angeles (LAX)	WN1427	268.98	1035.98	8217.8	HOU_LAX
25469	2023-01-01 01:00:00	2023-01-01 02:15:00	New Orleans (MSY)	Houston (HOU)	WN3408	752.29	2721.61	6062.29	
25470	2022-12-31 22:35:00	2022-12-31 00:15:00	Atlanta (ATL)	New Orleans (MSY)	WN3408	958.79	3155.64	8232.76	ATL_MSY
25471	2022-12-31 19:55:00	2022-12-31 21:45:00	Kansas City (MCI)	Atlanta (ATL)	WN3408	725.42	1805.31	4447.9	MCI_ATL
25472	2022-12-31 15:40:00	2022-12-31 19:00:00	Oakland (OAK)	Kansas City (MCI)	WN3408	1107.69	3726.78	7132.58	
25473	2022-12-31 13:20:00	2022-12-31 14:55:00	Las Vegas (LAS)	Oakland (OAK)	WN3408	1053.69	3290.28	6585.1	LAS_OAK
25474	2022-12-31 04:20:00	2022-12-31 08:05:00	St. Louis (STL)	Las Vegas (LAS)	WN3844	214.39	3799.63	7715.52	
25475	2022-12-31 01:40:00	2022-12-31 03:20:00	Atlanta (ATL)	St. Louis (STL)	WN3844	539.44	3103.33	5467.02	ATL_STL
25476	2022-12-30 22:40:00	2022-12-30 00:25:00	Richmond (RIC)	Atlanta (ATL)	WN986	307.97	3135.34	3573.16	
25477	2022-12-30 20:25:00	2022-12-30 21:50:00	Atlanta (ATL)	Richmond (RIC)	WN901	1188.25	1144.88	3136.05	ATL_RIC
25478	2022-12-30 18:00:00	2022-12-30 19:35:00	Tampa (TPA)	Atlanta (ATL)	WN901	928.38	2577.05	3069.3	
25479	2022-12-30 15:45:00	2022-12-30 17:10:00	Birmingham (BHM)	Tampa (TPA)	WN927	1140.84	2748.97	7092.62	BHM_TPA
25480	2022-12-30 12:50:00	2022-12-30 15:00:00	Baltimore (BWI)	Birmingham (BHM)	WN927	592.02	3321.96	5299.54	BWI_BHM
25481	2022-12-30 02:20:00	2022-12-30 05:05:00	Houston (HOU)	Baltimore (BWI)	WN2225	311.15	3698.97	3768.9	HOU_BWI
25482	2022-12-29 23:20:00	2022-12-29 01:15:00	Albuquerque (ABQ)	Houston (HOU)	WN420	336.96	3074.14	4000.18	ABQ_HOU
25483	2022-12-29 20:40:00	2022-12-29 22:35:00	Dallas (DAL)	Albuquerque (ABQ)	WN116	966.14	3103.63	6760.37	DAL_ABQ
25484	2022-12-29 18:45:00	2022-12-29 19:55:00	San Antonio (SAT)	Dallas (DAL)	WN116	867.11	1178.78	4380.02	
25485	2022-12-29 15:50:00	2022-12-29 17:55:00	Phoenix (PHX)	San Antonio (SAT)	WN116	732.45	2161.33	6221.12	
25486	2022-12-29 04:40:00	2022-12-29 07:20:00	Dallas (DAL)	Phoenix (PHX)	WN2624	804.39	1893.49	4720.9	DAL_PHX
25487	2022-12-29 01:15:00	2022-12-29 03:50:00	Las Vegas (LAS)	Dallas (DAL)	WN1884	683.95	1862.22	5191.6	LAS_DAL
25488	2022-12-28 12:45:00	2022-12-28 16:50:00	Chicago (ORD)	Las Vegas (LAS)	WN2102	1144.28	1813.72	3294.29	ORD_LAS
25489	2022-12-28 01:35:00	2022-12-28 05:05:00	Phoenix (PHX)	Chicago (ORD)	WN1365	679.36	3521.24	2661.6	
25490	2022-12-27 18:35:00	2022-12-27 00:40:00	Honolulu (HNL)	Phoenix (PHX)	WN1365	418.09	2188.8	3552.32	HNL_PHX
25491	2023-01-05 04:10:00	2023-01-05 05:40:00	Santa Ana (SNA)	Sacramento (SMF)	WN577	1189.12	2076.62	3553.49	
25492	2023-01-05 01:55:00	2023-01-05 03:25:00	Oakland (OAK)	Santa Ana (SNA)	WN4124	556.67	1036.73	2921.68	
25493	2023-01-04 20:00:00	2023-01-04 01:05:00	Kahului (OGG)	Oakland (OAK)	WN4124	528.21	1152.68	3908.03	OGG_OAK
25494	2023-01-03 22:45:00	2023-01-03 04:20:00	Oakland (OAK)	Kahului (OGG)	WN2351	1140.15	2824.04	7938.41	
25495	2023-01-03 19:50:00	2023-01-03 21:15:00	Los Angeles (LAX)	Oakland (OAK)	WN2212	1114.28	1818.97	6508.03	
25496	2023-01-03 14:30:00	2023-01-03 19:05:00	Chicago (MDW)	Los Angeles (LAX)	WN2212	914.57	2255.67	3168.44	MDW_LAX
25497	2023-01-03 10:30:00	2023-01-03 13:30:00	Fort Myers (RSW)	Chicago (MDW)	WN2212	632.31	1293.26	6033.83	RSW_MDW
25498	2023-01-03 03:45:00	2023-01-03 05:50:00	Nashville (BNA)	Fort Myers (RSW)	WN2791	1181.64	3166.77	7197.63	
25499	2023-01-03 00:55:00	2023-01-03 02:50:00	Tampa (TPA)	Nashville (BNA)	WN595	1138.03	2078.64	5130.7	
25500	2023-01-02 22:45:00	2023-01-02 00:10:00	Birmingham (BHM)	Tampa (TPA)	WN1887	646.23	986.52	7135.7	BHM_TPA
25501	2023-01-02 20:30:00	2023-01-02 22:00:00	Tampa (TPA)	Birmingham (BHM)	WN1541	953.5	2403.77	5921.11	
25502	2023-01-02 17:10:00	2023-01-02 19:10:00	Houston (HOU)	Tampa (TPA)	WN643	491.22	1047.34	4819.45	HOU_TPA
25503	2023-01-02 15:15:00	2023-01-02 16:10:00	San Antonio (SAT)	Houston (HOU)	WN643	567.23	1408.78	8036.39	
25504	2023-01-02 12:30:00	2023-01-02 14:30:00	Phoenix (PHX)	San Antonio (SAT)	WN643	494.71	3099.97	2724.35	
25505	2023-01-02 05:10:00	2023-01-02 06:25:00	San Diego (SAN)	Phoenix (PHX)	WN2147	274.79	3449.04	4902.77	
25506	2023-01-02 02:40:00	2023-01-02 04:10:00	Oakland (OAK)	San Diego (SAN)	WN2147	656.98	3976.48	5160.9	
25507	2023-01-01 20:35:00	2023-01-01 01:45:00	Kailua-Kona (KOA)	Oakland (OAK)	WN2147	760.5	1766.76	7063.45	KOA_OAK
25508	2023-01-01 18:30:00	2023-01-01 19:20:00	Honolulu (HNL)	Kailua-Kona (KOA)	WN2031	922.48	1219.28	3037.59	HNL_KOA
25509	2023-01-01 16:35:00	2023-01-01 17:15:00	Kahului (OGG)	Honolulu (HNL)	WN2030	928.25	1204.8	3502.23	OGG_HNL
25510	2023-01-01 05:00:00	2023-01-01 05:45:00	Honolulu (HNL)	Kahului (OGG)	WN1944	447.84	2821.85	3359.77	HNL_OGG
25511	2022-12-31 21:05:00	2022-12-31 03:15:00	San Diego (SAN)	Honolulu (HNL)	WN1943	181.52	1962.75	7059.17	
25512	2022-12-31 18:35:00	2022-12-31 19:50:00	Phoenix (PHX)	San Diego (SAN)	WN656	405.91	866.16	4170.9	
25513	2022-12-31 15:55:00	2022-12-31 17:50:00	San Francisco (SFO)	Phoenix (PHX)	WN3247	421.24	2445.42	2661.06	
25514	2022-12-31 13:40:00	2022-12-31 15:10:00	Los Angeles (LAX)	San Francisco (SFO)	WN904	415.84	755.86	3684.08	
25515	2022-12-31 03:55:00	2022-12-31 07:20:00	Dallas (DAL)	Los Angeles (LAX)	WN1722	200.23	2870.15	4375.05	DAL_LAX
25516	2022-12-31 01:40:00	2022-12-31 03:10:00	New Orleans (MSY)	Dallas (DAL)	WN1722	726.97	3670.35	4031.82	
25517	2022-12-30 22:35:00	2022-12-30 00:40:00	Miami (MIA)	New Orleans (MSY)	WN1722	992.06	1701.29	7284.11	
25518	2022-12-30 19:55:00	2022-12-30 21:45:00	New Orleans (MSY)	Miami (MIA)	WN291	502.26	1268.02	7461.24	
25519	2022-12-30 16:35:00	2022-12-30 19:05:00	Denver (DEN)	New Orleans (MSY)	WN291	399.04	3446	4610.22	DEN_MSY
25520	2022-12-30 13:10:00	2022-12-30 15:25:00	Spokane (GEG)	Denver (DEN)	WN1156	318.35	862.8	4977.64	
25521	2022-12-30 04:10:00	2022-12-30 06:10:00	Oakland (OAK)	Spokane (GEG)	WN593	570.15	2819.27	2967.57	
25522	2022-12-30 00:40:00	2022-12-30 02:15:00	San Diego (SAN)	Oakland (OAK)	WN2057	1120.7	4001.88	4264.46	
25523	2022-12-29 21:55:00	2022-12-29 03:10:00	Lihue (LIH)	Oakland (OAK)	WN593	959.31	3645.16	7032.24	
25524	2022-12-29 15:00:00	2022-12-29 20:40:00	San Jose (SJC)	Lihue (LIH)	WN981	741.54	1388.14	2733.96	
25525	2022-12-29 02:40:00	2022-12-29 03:45:00	Dallas (DAL)	San Antonio (SAT)	WN3195	855.56	2278.33	4641.92	DAL_SAT
25526	2022-12-28 21:15:00	2022-12-28 23:50:00	Orlando (MCO)	Houston (IAH)	WN389	636.37	3090.15	6706.14	
25527	2022-12-28 18:40:00	2022-12-28 22:30:00	Austin (AUS)	San Jose (SJC)	WN3100	1006.19	779.54	6783.89	AUS_SJC
25528	2022-12-28 15:00:00	2022-12-28 17:40:00	Tampa (TPA)	Austin (AUS)	WN3100	974.69	3120.68	6796.18	
25529	2022-12-28 13:45:00	2022-12-28 16:10:00	St. Louis (STL)	Denver (DEN)	WN2298	433.54	3595.09	8092.12	
25530	2022-12-28 11:15:00	2022-12-28 13:00:00	Atlanta (ATL)	St. Louis (STL)	WN558	874.86	732.24	7042.84	ATL_STL
25531	2022-12-28 10:35:00	2022-12-28 13:50:00	San Juan (SJU)	Tampa (TPA)	WN2382	499.75	795.5	5541.08	
25532	2022-12-28 04:30:00	2022-12-28 06:35:00	Houston (HOU)	Omaha (OMA)	WN896	325.39	3159.92	7891.64	HOU_OMA
25533	2022-12-28 03:05:00	2022-12-28 04:55:00	Dallas (DAL)	Atlanta (ATL)	WN1872	319	1180.48	4633.82	DAL_ATL
25534	2022-12-28 00:35:00	2022-12-28 01:50:00	Houston (IAH)	Dallas (DAL)	WN389	328.56	4145.59	7654.03	IAH_DAL
25535	2022-12-27 15:55:00	2022-12-27 18:15:00	Dallas (DAL)	Charlotte (CLT)	WN2919	1116.94	3269.64	3401.2	DAL_CLT
25536	2023-01-05 03:55:00	2023-01-05 05:05:00	Nashville (BNA)	Atlanta (ATL)	WN3789	837.69	839.71	6680.76	
25537	2023-01-04 23:55:00	2023-01-04 02:40:00	New York (LGA)	Nashville (BNA)	WN3264	619.32	2649.92	3470.22	
25538	2023-01-04 20:55:00	2023-01-04 23:10:00	Nashville (BNA)	New York (LGA)	WN702	339.62	2710.19	5517.9	
25539	2023-01-04 18:10:00	2023-01-04 19:55:00	Dallas (DAL)	Nashville (BNA)	WN702	613.47	2027.24	8108.73	DAL_BNA
25540	2023-01-04 14:40:00	2023-01-04 17:20:00	Las Vegas (LAS)	Dallas (DAL)	WN702	260.77	705.73	4105.26	LAS_DAL
25541	2023-01-04 06:30:00	2023-01-04 07:55:00	San Jose (SJC)	Las Vegas (LAS)	WN4255	585.49	2644.55	5412.13	
25542	2023-01-04 00:10:00	2023-01-04 05:20:00	Lihue (LIH)	San Jose (SJC)	WN678	784.69	1771.39	3453.77	
25543	2023-01-03 17:15:00	2023-01-03 22:55:00	Oakland (OAK)	Lihue (LIH)	WN2120	701.78	2676.78	6827.38	
25544	2023-01-03 14:10:00	2023-01-03 15:55:00	Portland (PDX)	Oakland (OAK)	WN164	1080.78	2339.56	8281.61	
25545	2023-01-03 04:50:00	2023-01-03 06:35:00	San Jose (SJC)	Portland (PDX)	WN3700	932.63	3288.51	5327.29	
25546	2023-01-02 22:10:00	2023-01-02 03:05:00	Kahului (OGG)	San Jose (SJC)	WN1580	526.35	3745.2	5401.7	OGG_SJC
25547	2023-01-02 15:05:00	2023-01-02 20:55:00	Los Angeles (LAX)	Kahului (OGG)	WN1509	515.65	834.77	3783.09	
25548	2023-01-02 03:25:00	2023-01-02 04:50:00	Sacramento (SMF)	Los Angeles (LAX)	WN3269	722.23	4017.09	3644.65	
25549	2023-01-02 01:00:00	2023-01-02 02:40:00	San Diego (SAN)	Sacramento (SMF)	WN566	904.08	3532.67	2776.92	
25550	2023-01-01 18:20:00	2023-01-01 23:55:00	Honolulu (HNL)	San Diego (SAN)	WN2057	698.88	3049.74	6572.48	HNL_SAN
25551	2023-01-01 16:15:00	2023-01-01 17:05:00	Kailua-Kona (KOA)	Honolulu (HNL)	WN1386	153.02	1645.94	8375.09	KOA_HNL
25552	2023-01-01 01:50:00	2023-01-01 02:45:00	Honolulu (HNL)	Kailua-Kona (KOA)	WN799	863.56	2133.55	2564.38	HNL_KOA
25553	2022-12-31 19:00:00	2022-12-31 01:00:00	Long Beach (LGB)	Honolulu (HNL)	WN799	933.04	1663.47	4953.12	
25554	2022-12-31 16:20:00	2022-12-31 17:45:00	Phoenix (PHX)	Long Beach (LGB)	WN463	1054.49	1566.31	6997.11	
25555	2022-12-31 11:15:00	2022-12-31 15:35:00	Atlanta (ATL)	Phoenix (PHX)	WN463	846.25	2389.03	3134.32	ATL_PHX
25556	2022-12-31 03:05:00	2022-12-31 04:55:00	Dallas (DAL)	Atlanta (ATL)	WN1872	418.9	2474.4	7619.12	DAL_ATL
25557	2022-12-31 01:05:00	2022-12-31 02:20:00	Lubbock (LBB)	Dallas (DAL)	WN1872	759.2	1317.09	3072.11	
25558	2022-12-30 22:15:00	2022-12-30 00:20:00	Las Vegas (LAS)	Lubbock (LBB)	WN1872	200.61	4058.41	4548.74	LAS_LBB
25559	2022-12-30 18:00:00	2022-12-30 21:25:00	Houston (IAH)	Las Vegas (LAS)	WN362	1199.91	3483.72	7797.23	IAH_LAS
25560	2022-12-30 14:35:00	2022-12-30 17:15:00	Orlando (MCO)	Houston (IAH)	WN362	712.1	3156.44	6572.27	
25561	2022-12-30 11:10:00	2022-12-30 13:40:00	Chicago (MDW)	Orlando (MCO)	WN893	1192.59	1994.19	5474.85	MDW_MCO
25562	2022-12-29 15:50:00	2022-12-29 19:35:00	Seattle (SEA)	Chicago (MDW)	WN8521	1001.59	2622.23	3279.53	
25563	2022-12-28 22:35:00	2022-12-28 03:15:00	Chicago (MDW)	Seattle (SEA)	WN1621	293.62	1949.64	7451.42	MDW_SEA
25564	2022-12-28 18:00:00	2022-12-28 19:25:00	Pittsburgh (PIT)	Chicago (MDW)	WN1286	478.87	3471.61	3647.09	
25565	2022-12-28 15:35:00	2022-12-28 17:10:00	St. Louis (STL)	Pittsburgh (PIT)	WN551	678.71	2987.42	8403.73	
25566	2022-12-28 12:10:00	2022-12-28 14:45:00	Tampa (TPA)	St. Louis (STL)	WN551	1191.97	1834.04	6561.89	
25567	2022-12-27 22:45:00	2022-12-27 00:05:00	Havana (HAV)	Tampa (TPA)	WN3953	884.93	1074.73	3151.06	HAV_TPA
25568	2022-12-27 20:10:00	2022-12-27 21:30:00	Fort Lauderdale (FLL)	Havana (HAV)	WN3920	370.89	3854.69	6286.12	FLL_HAV
25569	2022-12-27 16:55:00	2022-12-27 18:10:00	Havana (HAV)	Fort Lauderdale (FLL)	WN3925	839.03	1916.34	2788.93	HAV_FLL
25570	2022-12-27 14:25:00	2022-12-27 15:50:00	Fort Lauderdale (FLL)	Havana (HAV)	WN3924	578.07	2869.73	6095.76	FLL_HAV
25571	2023-01-03 22:45:00	2023-01-03 04:10:00	Honolulu (HNL)	Long Beach (LGB)	WN2582	272.42	3295.89	7336.31	HNL_LGB
25572	2023-01-03 15:45:00	2023-01-03 21:30:00	Sacramento (SMF)	Honolulu (HNL)	WN2581	1192.53	816.38	7883.12	
25573	2023-01-03 05:00:00	2023-01-03 06:35:00	San Diego (SAN)	Sacramento (SMF)	WN943	521.66	1078.63	5458.29	
25574	2023-01-02 18:25:00	2023-01-02 19:40:00	Phoenix (PHX)	San Diego (SAN)	WN656	469.39	3233.62	6431.85	
25575	2023-01-02 13:35:00	2023-01-02 17:35:00	Chicago (MDW)	Phoenix (PHX)	WN656	805.26	3480.25	6354.48	MDW_PHX
25576	2023-01-02 10:00:00	2023-01-02 12:50:00	Boston (BOS)	Chicago (MDW)	WN925	522.01	2943.16	5867.75	BOS_MDW
25577	2023-01-02 01:30:00	2023-01-02 03:55:00	Nashville (BNA)	Boston (BOS)	WN3223	280.96	3558.38	4328.59	
25578	2023-01-01 22:45:00	2023-01-01 00:35:00	Houston (HOU)	Nashville (BNA)	WN3223	1163.19	806.14	5042.82	HOU_BNA
25579	2023-01-01 19:20:00	2023-01-01 22:00:00	Orlando (MCO)	Houston (HOU)	WN573	387.73	2427.06	7560.54	
25580	2023-01-01 15:00:00	2023-01-01 18:35:00	Denver (DEN)	Orlando (MCO)	WN1667	166.16	4111.03	5266.87	DEN_MCO
25581	2023-01-01 00:40:00	2023-01-01 04:45:00	Tampa (TPA)	Denver (DEN)	WN2115	873.69	2039.84	6193.05	
25582	2022-12-31 22:45:00	2022-12-31 00:05:00	Havana (HAV)	Tampa (TPA)	WN3953	203.03	1265.8	4154.67	HAV_TPA
25583	2022-12-31 20:10:00	2022-12-31 21:30:00	Fort Lauderdale (FLL)	Havana (HAV)	WN3920	471.81	1922	5753.94	FLL_HAV
25584	2022-12-31 16:55:00	2022-12-31 18:10:00	Havana (HAV)	Fort Lauderdale (FLL)	WN3925	636.21	4024.39	8276.36	HAV_FLL
25585	2022-12-31 14:25:00	2022-12-31 15:50:00	Fort Lauderdale (FLL)	Havana (HAV)	WN3924	172.63	1745.15	5990.53	FLL_HAV
25586	2022-12-31 02:10:00	2022-12-31 04:40:00	Dallas (DAL)	Fort Lauderdale (FLL)	WN3520	980.2	2058.72	5903.03	DAL_FLL
25587	2022-12-30 22:20:00	2022-12-30 01:10:00	Charlotte (CLT)	Dallas (DAL)	WN1265	412.82	1026.23	6206.25	CLT_DAL
25588	2022-12-30 19:35:00	2022-12-30 21:25:00	Chicago (MDW)	Charlotte (CLT)	WN1265	1113.43	3613.05	5397.55	MDW_CLT
25589	2022-12-30 16:05:00	2022-12-30 18:30:00	Austin (AUS)	Chicago (MDW)	WN1883	759.42	910.67	3213.48	AUS_MDW
25590	2022-12-30 12:10:00	2022-12-30 15:20:00	Fort Lauderdale (FLL)	Austin (AUS)	WN1883	1166.9	3831.63	6903.41	FLL_AUS
25591	2022-12-29 21:15:00	2022-12-29 23:26:00	Punta Cana (PUJ)	Fort Lauderdale (FLL)	WN8551	233.24	2389.39	5186.9	
25592	2022-12-28 16:10:00	2022-12-28 18:35:00	Fort Lauderdale (FLL)	Punta Cana (PUJ)	WN688	387.55	3479.47	2581.01	FLL_PUJ
25593	2022-12-28 14:20:00	2022-12-28 15:35:00	Havana (HAV)	Fort Lauderdale (FLL)	WN3921	738.37	3137.95	6695.39	HAV_FLL
25594	2022-12-28 11:40:00	2022-12-28 13:05:00	Tampa (TPA)	Havana (HAV)	WN3952	872.02	995.78	3809.35	
25595	2022-12-28 11:40:00	2022-12-28 12:27:00	Tampa (TPA)	Fort Lauderdale (FLL)	WN8512	643.35	3989.48	4756.93	
25596	2022-12-28 03:45:00	2022-12-28 05:35:00	Nashville (BNA)	Tampa (TPA)	WN2157	827.03	3887.58	7375.04	
25597	2022-12-27 23:50:00	2022-12-27 02:35:00	New York (LGA)	Nashville (BNA)	WN3264	464.82	997.26	4115.01	
25598	2022-12-27 18:45:00	2022-12-27 22:05:00	Houston (HOU)	New York (LGA)	WN3261	529.31	754.98	5037.32	HOU_LGA
25599	2022-12-27 16:30:00	2022-12-27 17:45:00	Dallas (DAL)	Houston (HOU)	WN23	955.71	2894.42	3074.88	DAL_HOU
25600	2022-12-27 13:55:00	2022-12-27 15:45:00	St. Louis (STL)	New Orleans (MSY)	WN3261	287.15	2230.81	4154.03	
25601	2022-12-27 13:30:00	2022-12-27 15:45:00	Phoenix (PHX)	Dallas (DAL)	WN23	1139.96	756.27	4463.95	
25602	2023-01-04 18:10:00	2023-01-04 23:25:00	Honolulu (HNL)	San Jose (SJC)	WN4809	802.5	3533.97	3438.5	HNL_SJC
25603	2023-01-04 16:15:00	2023-01-04 16:55:00	Lihue (LIH)	Honolulu (HNL)	WN1578	293.07	2018.15	3618.71	
25604	2023-01-04 04:20:00	2023-01-04 05:05:00	Honolulu (HNL)	Lihue (LIH)	WN142	831.17	1232.48	3813.33	HNL_LIH
25605	2023-01-03 21:35:00	2023-01-03 03:15:00	San Jose (SJC)	Honolulu (HNL)	WN231	211.57	2015.43	6241.22	
25606	2023-01-03 18:15:00	2023-01-03 20:20:00	Salt Lake City (SLC)	San Jose (SJC)	WN3456	972.03	3638.43	5638.69	
25607	2023-01-03 13:55:00	2023-01-03 17:30:00	Chicago (MDW)	Salt Lake City (SLC)	WN3456	581.15	3276.81	4011.26	MDW_SLC
25608	2023-01-03 11:40:00	2023-01-03 13:10:00	Kansas City (MCI)	Chicago (MDW)	WN1174	593.8	2341.78	6739.35	MCI_MDW
25609	2023-01-02 11:25:00	2023-01-02 14:15:00	Baltimore (BWI)	Kansas City (MCI)	WN769	575.75	2069.87	5756.45	BWI_MCI
25610	2023-01-02 01:30:00	2023-01-02 03:25:00	St. Louis (STL)	Baltimore (BWI)	WN2142	950.57	1903.69	4231.8	
25611	2023-01-01 22:35:00	2023-01-01 00:35:00	Austin (AUS)	St. Louis (STL)	WN2142	335.73	3241.59	4550.54	AUS_STL
25612	2023-01-01 18:30:00	2023-01-01 21:45:00	Raleigh-Durham (RDU)	Austin (AUS)	WN1468	1111.45	1220.08	4015.03	
25613	2023-01-01 16:05:00	2023-01-01 17:35:00	Nashville (BNA)	Raleigh-Durham (RDU)	WN1655	897.73	2060.93	8309.02	
25614	2023-01-01 13:55:00	2023-01-01 15:05:00	St. Louis (STL)	Nashville (BNA)	WN1655	506.18	1355.93	2531.1	
25615	2023-01-01 11:45:00	2023-01-01 13:10:00	Omaha (OMA)	St. Louis (STL)	WN1655	725.4	2830.36	8373.89	
25616	2023-01-01 03:00:00	2023-01-01 04:15:00	St. Louis (STL)	Omaha (OMA)	WN3810	748.68	3103.93	3903.38	
25617	2022-12-31 23:40:00	2022-12-31 02:15:00	Orlando (MCO)	St. Louis (STL)	WN3810	876.34	3726.92	3777.43	
25618	2022-12-31 19:45:00	2022-12-31 22:45:00	Windsor Locks (BDL)	Orlando (MCO)	WN1309	617.5	1566.64	3398.86	
25619	2022-12-31 16:25:00	2022-12-31 19:00:00	Orlando (MCO)	Windsor Locks (BDL)	WN840	635.18	1354.83	8175.95	
25620	2022-12-31 14:30:00	2022-12-31 15:40:00	Fort Lauderdale (FLL)	Orlando (MCO)	WN840	596.44	1570.91	7913.11	FLL_MCO
25621	2022-12-31 11:05:00	2022-12-31 13:45:00	Washington (DCA)	Fort Lauderdale (FLL)	WN840	582.3	1404.11	3987.29	
25622	2022-12-31 01:40:00	2022-12-31 03:20:00	Atlanta (ATL)	Washington (DCA)	WN2358	1011.92	2220.11	7704.5	ATL_DCA
25623	2022-12-30 22:30:00	2022-12-30 00:40:00	Philadelphia (PHL)	Atlanta (ATL)	WN3054	674.91	1590.23	2809.18	
25624	2022-12-30 19:45:00	2022-12-30 21:40:00	Chicago (MDW)	Philadelphia (PHL)	WN2907	257.11	1276.67	7538.35	MDW_PHL
25625	2022-12-30 17:05:00	2022-12-30 18:50:00	Buffalo (BUF)	Chicago (MDW)	WN512	623.95	4008.68	6950.67	BUF_MDW
25626	2022-12-30 15:05:00	2022-12-30 16:20:00	Baltimore (BWI)	Buffalo (BUF)	WN512	315.22	1295.5	3022.66	BWI_BUF
25627	2022-12-30 11:10:00	2022-12-30 14:15:00	San Antonio (SAT)	Baltimore (BWI)	WN1210	778.02	1327	5054.91	
25628	2022-12-29 22:35:00	2022-12-29 01:35:00	Orlando (MCO)	San Antonio (SAT)	WN1839	278.94	2595.22	3610.7	
25629	2022-12-29 19:00:00	2022-12-29 21:05:00	Montego Bay (MBJ)	Orlando (MCO)	WN273	1043.26	1214.53	4004.33	
25630	2022-12-29 14:30:00	2022-12-29 18:00:00	Baltimore (BWI)	Montego Bay (MBJ)	WN906	813.23	2987.81	6611.97	BWI_MBJ
25631	2022-12-28 19:10:00	2022-12-28 20:10:00	Norfolk (ORF)	Baltimore (BWI)	WN564	445	1831.8	3514.98	
25632	2022-12-28 01:15:00	2022-12-28 03:30:00	Norfolk (ORF)	Chicago (MDW)	WN1338	548.58	2447.41	8074.73	
25633	2022-12-27 22:00:00	2022-12-27 00:45:00	Tampa (TPA)	San Antonio (SAT)	WN384	838.42	2390.68	8378.49	
25634	2023-01-04 22:25:00	2023-01-04 00:25:00	Phoenix (PHX)	San Antonio (SAT)	WN1739	1177.48	3673.79	3384.78	
25635	2023-01-04 19:55:00	2023-01-04 21:40:00	Reno (RNO)	Phoenix (PHX)	WN1739	244.75	2991.06	6807.35	
25636	2023-01-04 14:55:00	2023-01-04 16:25:00	Oakland (OAK)	San Diego (SAN)	WN2501	666.24	3705.47	3581.83	
25637	2023-01-04 04:55:00	2023-01-04 06:10:00	Los Angeles (LAX)	Oakland (OAK)	WN1436	389.83	3518.32	6327.49	
25638	2023-01-04 02:35:00	2023-01-04 04:05:00	Reno (RNO)	Los Angeles (LAX)	WN2476	178.19	3730.01	6728.29	
25639	2023-01-03 23:20:00	2023-01-03 01:45:00	Denver (DEN)	Reno (RNO)	WN2476	1135.73	3285.59	5646.73	DEN_RNO
25640	2023-01-03 21:35:00	2023-01-03 22:25:00	Colorado Springs (COS)	Denver (DEN)	WN2476	1003.33	3229.36	6723.18	COS_DEN
25641	2023-01-03 18:05:00	2023-01-03 20:50:00	Chicago (MDW)	Colorado Springs (COS)	WN2476	1073.26	3038.32	6236.46	MDW_COS
25642	2023-01-03 14:50:00	2023-01-03 17:10:00	Philadelphia (PHL)	Chicago (MDW)	WN2476	628.22	2906.43	3587.93	
25643	2023-01-03 12:10:00	2023-01-03 14:05:00	Chicago (MDW)	Philadelphia (PHL)	WN1869	643.69	1110.69	3164.6	MDW_PHL
25644	2023-01-03 02:55:00	2023-01-03 06:45:00	Los Angeles (LAX)	Chicago (MDW)	WN973	852.13	2231.85	5937.81	
25645	2023-01-02 21:50:00	2023-01-02 02:05:00	St. Louis (STL)	Los Angeles (LAX)	WN111	218.72	3979.04	6322.29	
25646	2023-01-02 19:15:00	2023-01-02 20:55:00	Atlanta (ATL)	St. Louis (STL)	WN111	885.39	1951.8	2538.09	ATL_STL
25647	2023-01-02 15:50:00	2023-01-02 18:25:00	New York (LGA)	Atlanta (ATL)	WN111	241.85	3207.24	3819.47	
25648	2023-01-02 12:35:00	2023-01-02 15:00:00	St. Louis (STL)	New York (LGA)	WN2647	638.33	3071.82	4636.63	
25649	2023-01-02 03:20:00	2023-01-02 05:50:00	Orlando (MCO)	St. Louis (STL)	WN2545	1149.28	4020.44	2826.29	
25650	2023-01-01 23:15:00	2023-01-01 02:25:00	San Juan (SJU)	Orlando (MCO)	WN2545	831.98	950.73	2774.26	
25651	2023-01-01 19:40:00	2023-01-01 22:25:00	Orlando (MCO)	San Juan (SJU)	WN1341	1179.17	2176.01	4599.54	
