Id_delta	depart_date_time	arrive_date_time	depart_airport	arrive_airport	flight_number	flight_cost_coach	flight_cost_business	flight_cost_first
14751	2022-12-28 19:14:00	2022-12-28 20:13:00	Huntsville (HSV)	Atlanta (ATL)	DL1278	749.55	1192.07	9717.33
14752	2022-12-28 17:24:00	2022-12-28 18:19:00	Atlanta (ATL)	Huntsville (HSV)	DL1278	263.65	1175.93	9971.94
14753	2022-12-28 15:23:00	2022-12-28 16:37:00	Destin Fort Walton Beach (VPS)	Atlanta (ATL)	DL458	452.96	1097.11	4883.6
14754	2022-12-28 13:20:00	2022-12-28 14:28:00	Atlanta (ATL)	Destin Fort Walton Beach (VPS)	DL458	486.48	1999.31	7662.51
14755	2022-12-28 11:00:00	2022-12-28 12:22:00	Blountville (TRI)	Atlanta (ATL)	DL1543	439.54	3466.61	9391.55
14756	2022-12-28 03:30:00	2022-12-28 04:36:00	Atlanta (ATL)	Blountville (TRI)	DL2136	722.45	1552.67	5428.82
14757	2022-12-28 01:13:00	2022-12-28 02:11:00	Chattanooga (CHA)	Atlanta (ATL)	DL2368	509.89	968.7	3903.24
14758	2022-12-27 23:31:00	2022-12-27 00:18:00	Atlanta (ATL)	Chattanooga (CHA)	DL2368	343.82	2512.08	9820.02
14759	2022-12-27 18:12:00	2022-12-27 20:06:00	Kansas City (MCI)	Atlanta (ATL)	DL1512	334.67	1484.6	6529.19
14760	2022-12-27 15:00:00	2022-12-27 17:17:00	Atlanta (ATL)	Kansas City (MCI)	DL1512	743.24	1651.74	6057.57
14761	2022-12-27 11:00:00	2022-12-27 14:05:00	Burlington (BTV)	Atlanta (ATL)	DL2495	266.98	1177.44	7041.26
14762	2022-12-27 02:02:00	2022-12-27 04:29:00	Atlanta (ATL)	Burlington (BTV)	DL685	336.37	3234.33	5018.14
14763	2023-01-05 00:16:00	2023-01-05 02:46:00	New York (EWR)	Atlanta (ATL)	DL2611	283.44	2828.64	7196.75
14764	2023-01-04 21:09:00	2023-01-04 23:21:00	Atlanta (ATL)	New York (EWR)	DL2611	743.23	1291.39	3933.59
14765	2023-01-04 17:10:00	2023-01-04 19:38:00	New York (EWR)	Atlanta (ATL)	DL400	432.67	3018.66	3614.03
14766	2023-01-04 14:05:00	2023-01-04 16:15:00	Atlanta (ATL)	New York (EWR)	DL400	699.42	1678.89	5597.96
14767	2023-01-04 11:00:00	2023-01-04 12:53:00	Dayton (DAY)	Atlanta (ATL)	DL1675	353.83	2693.91	9986.42
14768	2023-01-04 03:40:00	2023-01-04 05:12:00	Atlanta (ATL)	Dayton (DAY)	DL2088	637.37	820.67	5099.17
14769	2023-01-03 22:59:00	2023-01-03 00:25:00	Myrtle Beach (MYR)	Atlanta (ATL)	DL2988	485.99	2902.85	4090.35
14770	2023-01-03 20:53:00	2023-01-03 22:03:00	Atlanta (ATL)	Myrtle Beach (MYR)	DL2988	645.08	3221.43	3559.02
14771	2023-01-03 17:37:00	2023-01-03 19:43:00	Oklahoma City (OKC)	Atlanta (ATL)	DL1256	394.88	3271.96	6936.02
14772	2023-01-03 14:20:00	2023-01-03 16:42:00	Atlanta (ATL)	Oklahoma City (OKC)	DL1256	699.43	2107.5	5985.62
14773	2023-01-03 12:00:00	2023-01-03 13:20:00	Charlotte (CLT)	Atlanta (ATL)	DL939	608.06	1047.66	3498.12
14774	2023-01-03 01:45:00	2023-01-03 03:00:00	Atlanta (ATL)	Charlotte (CLT)	DL2477	361.46	1432.49	8771
14775	2023-01-02 22:59:00	2023-01-02 00:25:00	Myrtle Beach (MYR)	Atlanta (ATL)	DL2988	604.64	1349.81	3287.51
14776	2023-01-02 20:53:00	2023-01-02 22:03:00	Atlanta (ATL)	Myrtle Beach (MYR)	DL2988	492.38	1889.99	7986.87
14777	2023-01-02 17:10:00	2023-01-02 19:40:00	Syracuse (SYR)	Atlanta (ATL)	DL2714	670.86	2102.72	4744.9
14778	2023-01-02 14:11:00	2023-01-02 16:15:00	Atlanta (ATL)	Syracuse (SYR)	DL2714	655.37	1425.94	9750.44
14779	2023-01-02 12:05:00	2023-01-02 13:14:00	Greenville-Spartanburg (GSP)	Atlanta (ATL)	DL2496	695.03	3044.18	6345.18
14780	2023-01-01 22:55:00	2023-01-01 23:49:00	Atlanta (ATL)	Greenville-Spartanburg (GSP)	DL2245	716.93	2984.21	8075.94
14781	2023-01-01 19:30:00	2023-01-01 21:39:00	Madison (MSN)	Atlanta (ATL)	DL541	266.99	3207.04	4279.6
14782	2023-01-01 16:05:00	2023-01-01 18:14:00	Atlanta (ATL)	Madison (MSN)	DL541	293.78	2948.13	8893.5
14783	2023-01-01 11:50:00	2023-01-01 14:04:00	Wichita (ICT)	Atlanta (ATL)	DL2823	654.06	3089.29	8356.45
14784	2023-01-01 02:40:00	2023-01-01 05:04:00	Atlanta (ATL)	Wichita (ICT)	DL394	493.43	1575.09	3307.28
14785	2022-12-31 23:08:00	2022-12-31 01:10:00	Dallas (DAL)	Atlanta (ATL)	DL1491	293.77	2398.07	5551.98
14786	2022-12-31 19:55:00	2022-12-31 22:12:00	Atlanta (ATL)	Dallas (DAL)	DL1491	498.48	2850.85	9347.77
14787	2022-12-31 17:35:00	2022-12-31 19:08:00	Lexington (LEX)	Atlanta (ATL)	DL2434	322.5	1595.73	6504.63
14788	2022-12-31 15:10:00	2022-12-31 16:28:00	Atlanta (ATL)	Lexington (LEX)	DL2434	394.87	1766.04	8191.96
14789	2022-12-31 12:00:00	2022-12-31 13:57:00	Tulsa (TUL)	Atlanta (ATL)	DL2670	504.56	3261.09	8464.55
14790	2022-12-31 03:32:00	2022-12-31 05:40:00	Atlanta (ATL)	Tulsa (TUL)	DL554	454.29	2588.37	5098.87
14791	2022-12-30 21:48:00	2022-12-30 23:51:00	Grand Rapids (GRR)	Atlanta (ATL)	DL2888	706.68	2611.12	4461.04
14792	2022-12-30 18:59:00	2022-12-30 20:52:00	Atlanta (ATL)	Grand Rapids (GRR)	DL2888	662.67	1426.62	7493.02
14793	2022-12-30 16:15:00	2022-12-30 18:04:00	Tulsa (TUL)	Atlanta (ATL)	DL2041	602.12	921.58	6647.64
14794	2022-12-30 13:15:00	2022-12-30 15:20:00	Atlanta (ATL)	Tulsa (TUL)	DL2041	366.43	1175.99	5192.46
14795	2022-12-30 11:00:00	2022-12-30 12:23:00	Greensboro (GSO)	Atlanta (ATL)	DL2087	538.23	2651.36	5901.14
14796	2022-12-30 03:30:00	2022-12-30 04:41:00	Atlanta (ATL)	Greensboro (GSO)	DL2791	326.58	2317.56	5020.35
14797	2022-12-29 21:59:00	2022-12-29 00:33:00	New York (EWR)	Atlanta (ATL)	DL2769	717.39	2916.77	3936.18
14798	2022-12-29 18:59:00	2022-12-29 20:53:00	Detroit (DTW)	New York (EWR)	DL1391	346.69	3072.93	9762.28
14799	2022-12-29 16:31:00	2022-12-29 18:04:00	Nashville (BNA)	Detroit (DTW)	DL2448	275.63	2774.13	7556.18
14800	2022-12-29 13:48:00	2022-12-29 15:36:00	Detroit (DTW)	Nashville (BNA)	DL2952	436.07	1552.68	3392.26
14801	2022-12-29 11:00:00	2022-12-29 12:53:00	Charlotte (CLT)	Detroit (DTW)	DL1236	747.26	1595.74	7165.06
14802	2022-12-29 02:26:00	2022-12-29 04:21:00	Detroit (DTW)	Charlotte (CLT)	DL2391	564.46	1229.85	8019.96
14803	2022-12-28 23:52:00	2022-12-28 01:25:00	St. Louis (STL)	Detroit (DTW)	DL2456	481	2570.43	9650.96
14804	2022-12-28 21:12:00	2022-12-28 22:56:00	Detroit (DTW)	St. Louis (STL)	DL2456	628.89	3177.49	8509.4
14805	2022-12-28 18:13:00	2022-12-28 20:17:00	Charleston (CHS)	Detroit (DTW)	DL979	583.97	1465.84	3169.77
14806	2022-12-28 15:09:00	2022-12-28 17:18:00	Detroit (DTW)	Charleston (CHS)	DL979	654.07	2214.93	9543.03
14807	2022-12-28 14:00:00	2022-12-28 16:10:00	New York (EWR)	Detroit (DTW)	DL2615	411.73	3435.36	5547.18
14808	2022-12-28 02:45:00	2022-12-28 04:39:00	Detroit (DTW)	New York (EWR)	DL1194	637.44	1540.27	9108.68
14809	2022-12-27 23:56:00	2022-12-27 01:45:00	Kansas City (MCI)	Detroit (DTW)	DL1508	322.54	800.35	8234.21
14810	2022-12-27 20:50:00	2022-12-27 23:01:00	Detroit (DTW)	Kansas City (MCI)	DL1508	683.03	1231.24	6074.47
14811	2022-12-27 18:02:00	2022-12-27 20:00:00	Windsor Locks (BDL)	Detroit (DTW)	DL2497	320.93	2297.77	7311.24
14812	2022-12-27 15:22:00	2022-12-27 17:07:00	Detroit (DTW)	Windsor Locks (BDL)	DL2497	396.37	2251.92	3467.85
14813	2022-12-27 12:15:00	2022-12-27 14:17:00	Kansas City (MCI)	Detroit (DTW)	DL1367	618.42	1476.03	9006.25
14814	2022-12-27 00:50:00	2022-12-27 02:59:00	Detroit (DTW)	Kansas City (MCI)	DL2045	688.65	1591.28	5400.55
14815	2023-01-05 03:45:00	2023-01-05 04:50:00	Atlanta (ATL)	Charlotte (CLT)	DL2207	493.43	1313.68	8365.08
14816	2023-01-05 00:00:00	2023-01-05 01:11:00	Nashville (BNA)	Atlanta (ATL)	DL2946	553.85	1226.51	7162.13
14817	2023-01-04 22:00:00	2023-01-04 23:04:00	Atlanta (ATL)	Nashville (BNA)	DL2946	411.72	3261.14	3344.73
14818	2023-01-04 19:20:00	2023-01-04 20:49:00	Little Rock (LIT)	Atlanta (ATL)	DL2413	468.52	2439.23	4345.45
14819	2023-01-04 16:51:00	2023-01-04 18:25:00	Atlanta (ATL)	Little Rock (LIT)	DL2413	406.9	2941.15	7882.96
14820	2023-01-04 11:15:00	2023-01-04 13:51:00	Toronto (YYZ)	Atlanta (ATL)	DL1212	391.68	1458.19	6524.81
14821	2023-01-04 02:48:00	2023-01-04 04:56:00	Atlanta (ATL)	Toronto (YYZ)	DL567	475.05	2770.66	7893.2
14822	2023-01-04 00:00:00	2023-01-04 01:10:00	Greenville-Spartanburg (GSP)	Atlanta (ATL)	DL2481	360.96	2611.09	3081.41
14823	2023-01-03 22:10:00	2023-01-03 23:05:00	Atlanta (ATL)	Greenville-Spartanburg (GSP)	DL2481	691.05	2756.71	5796.93
14824	2023-01-03 19:46:00	2023-01-03 21:13:00	Louisville (SDF)	Atlanta (ATL)	DL2840	699.18	905.01	3495.03
14825	2023-01-03 17:32:00	2023-01-03 18:51:00	Atlanta (ATL)	Louisville (SDF)	DL2840	288.5	969.87	8008.83
14826	2023-01-03 15:23:00	2023-01-03 16:37:00	Destin Fort Walton Beach (VPS)	Atlanta (ATL)	DL458	466.95	2060.42	6279.04
14827	2023-01-03 13:20:00	2023-01-03 14:28:00	Atlanta (ATL)	Destin Fort Walton Beach (VPS)	DL458	263.66	1124.71	7192.9
14828	2023-01-03 11:00:00	2023-01-03 12:24:00	Charlotte (CLT)	Atlanta (ATL)	DL1719	597.43	1270.59	9399.63
14829	2023-01-03 02:26:00	2023-01-03 04:21:00	Detroit (DTW)	Charlotte (CLT)	DL2391	286.65	3424.74	4002.53
14830	2023-01-02 23:52:00	2023-01-02 01:25:00	St. Louis (STL)	Detroit (DTW)	DL2456	334.68	811.01	3886.48
14831	2023-01-02 21:12:00	2023-01-02 22:56:00	Detroit (DTW)	St. Louis (STL)	DL2456	694.88	2819.11	9427.34
14832	2023-01-02 18:13:00	2023-01-02 20:17:00	Charleston (CHS)	Detroit (DTW)	DL979	296.48	2638.74	6615.89
14833	2023-01-02 15:09:00	2023-01-02 17:18:00	Detroit (DTW)	Charleston (CHS)	DL979	475.04	2693.86	6036.66
14834	2023-01-02 12:39:00	2023-01-02 14:14:00	St. Louis (STL)	Detroit (DTW)	DL2084	503.04	1190.25	4469.13
14835	2023-01-02 02:10:00	2023-01-02 03:55:00	Detroit (DTW)	St. Louis (STL)	DL2505	329.51	2828.63	4669.66
14836	2023-01-01 22:00:00	2023-01-01 23:49:00	Kansas City (MCI)	Detroit (DTW)	DL1508	333.3	1872.5	3341.08
14837	2023-01-01 17:40:00	2023-01-01 19:48:00	Detroit (DTW)	Kansas City (MCI)	DL1508	326.17	2211.73	3442.22
14838	2023-01-01 14:40:00	2023-01-01 16:32:00	Kansas City (MCI)	Detroit (DTW)	DL1367	365.33	2203.11	7978
14839	2023-01-01 02:20:00	2023-01-01 04:31:00	Detroit (DTW)	Kansas City (MCI)	DL2045	683.04	1809.43	4625.66
14840	2022-12-31 18:13:00	2022-12-31 20:17:00	Charleston (CHS)	Detroit (DTW)	DL979	450.77	1697.8	9793.28
14841	2022-12-31 15:09:00	2022-12-31 17:18:00	Detroit (DTW)	Charleston (CHS)	DL979	738.18	1230.83	8002.85
14842	2022-12-31 12:15:00	2022-12-31 13:58:00	Nashville (BNA)	Detroit (DTW)	DL1663	731.22	1805.98	7671.52
14843	2022-12-31 01:15:00	2022-12-31 03:04:00	Detroit (DTW)	Nashville (BNA)	DL2112	384.13	1275.85	9503.33
14844	2022-12-30 21:54:00	2022-12-30 23:53:00	New York (EWR)	Detroit (DTW)	DL2227	691.05	2596.26	9153.53
14845	2022-12-30 18:51:00	2022-12-30 20:59:00	Atlanta (ATL)	New York (EWR)	DL2769	648.07	2135.08	4767.06
14846	2022-12-30 16:27:00	2022-12-30 17:56:00	Little Rock (LIT)	Atlanta (ATL)	DL1514	609.11	3435.32	5916.27
14847	2022-12-30 13:55:00	2022-12-30 15:32:00	Atlanta (ATL)	Little Rock (LIT)	DL1514	350.55	1889.98	9825.9
14848	2022-12-30 11:10:00	2022-12-30 12:58:00	Jacksonville (OAJ)	Atlanta (ATL)	DL2293	438.29	2536.11	9409.68
14849	2022-12-30 01:45:00	2022-12-30 03:04:00	Atlanta (ATL)	Jacksonville (OAJ)	DL1259	679.89	2121.06	6285.88
14850	2022-12-29 23:06:00	2022-12-29 00:32:00	Gulfport (GPT)	Atlanta (ATL)	DL1323	296.47	2251.94	3460.66
14851	2022-12-29 20:50:00	2022-12-29 22:11:00	Atlanta (ATL)	Gulfport (GPT)	DL1323	522.3	3029.51	5141.94
14852	2022-12-29 17:10:00	2022-12-29 19:40:00	Syracuse (SYR)	Atlanta (ATL)	DL2714	500.7	2816.06	3737.8
14853	2022-12-29 14:11:00	2022-12-29 16:15:00	Atlanta (ATL)	Syracuse (SYR)	DL2714	311.07	2596.78	9495
14854	2022-12-29 11:00:00	2022-12-29 12:10:00	Asheville (AVL)	Atlanta (ATL)	DL2282	561.32	2984.25	3218.08
14855	2022-12-29 03:35:00	2022-12-29 04:29:00	Atlanta (ATL)	Asheville (AVL)	DL886	645.07	1388.89	7962.98
14856	2022-12-29 00:59:00	2022-12-29 02:29:00	Louisville (SDF)	Atlanta (ATL)	DL2992	462.06	2211.7	8013.66
14857	2022-12-28 22:46:00	2022-12-28 00:04:00	Atlanta (ATL)	Louisville (SDF)	DL2992	465.67	2214.81	5112.35
14858	2022-12-28 20:51:00	2022-12-28 21:51:00	Greenville-Spartanburg (GSP)	Atlanta (ATL)	DL2092	462.06	2410.59	3925.94
14859	2022-12-28 19:01:00	2022-12-28 19:56:00	Atlanta (ATL)	Greenville-Spartanburg (GSP)	DL2092	393.14	2943.77	9347.18
14860	2022-12-28 17:02:00	2022-12-28 18:09:00	Birmingham (BHM)	Atlanta (ATL)	DL1362	530.25	2334.02	8727.76
14861	2022-12-28 15:10:00	2022-12-28 16:07:00	Atlanta (ATL)	Birmingham (BHM)	DL1362	749.16	1104.94	8387.4
14862	2022-12-27 21:40:00	2022-12-27 00:05:00	Toronto (YYZ)	Atlanta (ATL)	DL974	611.43	2829.14	6782.92
14863	2022-12-27 18:40:00	2022-12-27 20:45:00	Atlanta (ATL)	Toronto (YYZ)	DL974	348.23	3387.83	9462.99
14864	2022-12-27 16:48:00	2022-12-27 18:12:00	Greensboro (GSO)	Atlanta (ATL)	DL2614	461.51	2360.73	8229.09
14865	2022-12-27 14:40:00	2022-12-27 15:53:00	Atlanta (ATL)	Greensboro (GSO)	DL2614	401.59	2250.73	7001.35
14866	2022-12-27 12:00:00	2022-12-27 13:36:00	Baton Rouge (BTR)	Atlanta (ATL)	DL1688	415.49	2741.65	6473.18
14867	2022-12-27 03:40:00	2022-12-27 05:13:00	Atlanta (ATL)	Baton Rouge (BTR)	DL1456	272.58	850	3416.42
14868	2022-12-27 00:55:00	2022-12-27 02:50:00	Washington (IAD)	Atlanta (ATL)	DL1017	670.5	1809.4	4347.78
14869	2022-12-26 22:22:00	2022-12-26 00:00:00	Atlanta (ATL)	Washington (IAD)	DL1017	653.38	2948.9	7571.14
14870	2023-01-05 03:30:00	2023-01-05 04:27:00	Atlanta (ATL)	Greenville-Spartanburg (GSP)	DL2492	508.07	3089.34	8482.91
14871	2023-01-04 19:50:00	2023-01-04 21:26:00	Melbourne (MLB)	Atlanta (ATL)	DL681	597.43	1104.96	8176.83
14872	2023-01-04 17:27:00	2023-01-04 18:55:00	Atlanta (ATL)	Melbourne (MLB)	DL681	439.05	3072.97	5923.21
14873	2023-01-04 15:24:00	2023-01-04 16:32:00	Nashville (BNA)	Atlanta (ATL)	DL450	612.05	904.71	4492.39
14874	2023-01-04 13:23:00	2023-01-04 14:29:00	Atlanta (ATL)	Nashville (BNA)	DL450	692.3	2980.56	6180.72
14875	2023-01-04 11:25:00	2023-01-04 12:28:00	Huntsville (HSV)	Atlanta (ATL)	DL2745	263.65	1465.99	3133.07
14876	2023-01-04 03:46:00	2023-01-04 04:43:00	Atlanta (ATL)	Huntsville (HSV)	DL1702	559.5	2596.77	3713.77
14877	2023-01-04 00:53:00	2023-01-04 02:44:00	Tulsa (TUL)	Atlanta (ATL)	DL2193	358.96	855.01	5715.53
14878	2023-01-03 21:48:00	2023-01-03 23:58:00	Atlanta (ATL)	Tulsa (TUL)	DL2193	715.42	3416.78	4813.61
14879	2023-01-03 18:05:00	2023-01-03 20:49:00	Windsor Locks (BDL)	Atlanta (ATL)	DL2560	301.58	2406.2	7417.15
14880	2023-01-03 15:00:00	2023-01-03 17:10:00	Atlanta (ATL)	Windsor Locks (BDL)	DL2560	258.2	2741.63	7051.41
14881	2023-01-03 11:30:00	2023-01-03 14:01:00	Green Bay (GRB)	Atlanta (ATL)	DL961	593.02	3077.86	8306.2
14882	2023-01-03 01:50:00	2023-01-03 04:00:00	Atlanta (ATL)	Green Bay (GRB)	DL2164	744.65	2636.45	7080.74
14883	2023-01-02 23:06:00	2023-01-02 00:32:00	Gulfport (GPT)	Atlanta (ATL)	DL1323	385.71	1273.49	5721.79
14884	2023-01-02 20:50:00	2023-01-02 22:11:00	Atlanta (ATL)	Gulfport (GPT)	DL1323	334.68	2032.1	7669.47
14885	2023-01-02 17:41:00	2023-01-02 19:47:00	Grand Rapids (GRR)	Atlanta (ATL)	DL2672	654.24	2751.21	4355.7
14886	2023-01-02 14:50:00	2023-01-02 16:46:00	Atlanta (ATL)	Grand Rapids (GRR)	DL2672	408.9	1284.64	3368.01
14887	2023-01-02 11:40:00	2023-01-02 13:54:00	Madison (MSN)	Atlanta (ATL)	DL2421	274.27	2576.03	6184.54
14888	2023-01-02 02:51:00	2023-01-02 05:00:00	Atlanta (ATL)	Madison (MSN)	DL1726	331.86	2942.17	9143.84
14889	2023-01-01 21:40:00	2023-01-01 00:05:00	Toronto (YYZ)	Atlanta (ATL)	DL974	682.07	2405.28	3316
14890	2023-01-01 18:40:00	2023-01-01 20:45:00	Atlanta (ATL)	Toronto (YYZ)	DL974	569.23	2464.39	5036.13
14891	2023-01-01 16:18:00	2023-01-01 18:05:00	Dayton (DAY)	Atlanta (ATL)	DL2695	348.57	1038.76	8698.05
14892	2023-01-01 13:55:00	2023-01-01 15:23:00	Atlanta (ATL)	Dayton (DAY)	DL2695	730.15	2138.62	3181.15
14893	2022-12-31 23:12:00	2022-12-31 00:18:00	Huntsville (HSV)	Atlanta (ATL)	DL1589	575.68	1757.02	7953.3
14894	2022-12-31 21:22:00	2022-12-31 22:17:00	Atlanta (ATL)	Huntsville (HSV)	DL1589	305.24	3188.6	7739.98
14895	2022-12-31 17:47:00	2022-12-31 20:07:00	Toronto (YYZ)	Atlanta (ATL)	DL564	314.29	3431.9	6455.63
14896	2022-12-31 14:41:00	2022-12-31 16:52:00	Atlanta (ATL)	Toronto (YYZ)	DL564	645.08	1273.49	4591.99
14897	2022-12-31 11:54:00	2022-12-31 13:20:00	Jackson (JAN)	Atlanta (ATL)	DL1495	738.18	969.42	7240.77
14898	2022-12-31 03:47:00	2022-12-31 05:12:00	Atlanta (ATL)	Jackson (JAN)	DL2799	648.3	2414.46	3965.93
14899	2022-12-31 00:34:00	2022-12-31 02:50:00	Omaha (OMA)	Atlanta (ATL)	DL2255	653.38	2718.56	8277.26
14900	2022-12-30 21:11:00	2022-12-30 23:39:00	Atlanta (ATL)	Omaha (OMA)	DL2255	362.69	969.81	7613.79
14901	2022-12-30 18:15:00	2022-12-30 20:16:00	Dallas (DAL)	Atlanta (ATL)	DL1356	611.13	1695.72	5266.36
14902	2022-12-30 15:05:00	2022-12-30 17:20:00	Atlanta (ATL)	Dallas (DAL)	DL1356	561.02	3308.1	9642.96
14903	2022-12-30 11:30:00	2022-12-30 14:01:00	Green Bay (GRB)	Atlanta (ATL)	DL961	680.01	1651.81	3820.62
14904	2022-12-30 01:50:00	2022-12-30 04:00:00	Atlanta (ATL)	Green Bay (GRB)	DL2164	350.14	3178.34	4035.12
14905	2022-12-29 21:40:00	2022-12-29 00:05:00	Toronto (YYZ)	Atlanta (ATL)	DL974	671.74	1503.77	8392.73
14906	2022-12-29 18:40:00	2022-12-29 20:45:00	Atlanta (ATL)	Toronto (YYZ)	DL974	655.37	1486.88	3652.26
14907	2022-12-29 16:01:00	2022-12-29 17:25:00	Myrtle Beach (MYR)	Atlanta (ATL)	DL302	275.02	2639	8371.06
14908	2022-12-29 13:55:00	2022-12-29 15:06:00	Atlanta (ATL)	Myrtle Beach (MYR)	DL302	282.3	1364.6	7950.32
14909	2022-12-29 11:00:00	2022-12-29 12:45:00	Wilmington (ILM)	Atlanta (ATL)	DL1530	453.56	3424.77	8860.2
14910	2022-12-29 03:28:00	2022-12-29 04:47:00	Atlanta (ATL)	Wilmington (ILM)	DL2790	393.97	2374.62	8402.86
14911	2022-12-29 01:03:00	2022-12-29 02:40:00	St. Louis (STL)	Atlanta (ATL)	DL1579	510.61	2763.79	7350.15
14912	2022-12-28 22:27:00	2022-12-28 00:08:00	Atlanta (ATL)	St. Louis (STL)	DL1579	655.37	3174.79	3755.79
14913	2022-12-28 19:07:00	2022-12-28 21:32:00	New York (EWR)	Atlanta (ATL)	DL858	313.74	1864.26	5763.23
14914	2022-12-28 16:00:00	2022-12-28 18:12:00	Atlanta (ATL)	New York (EWR)	DL858	313.09	3318.41	3160.25
14915	2022-12-28 13:00:00	2022-12-28 15:04:00	Dallas (DAL)	Atlanta (ATL)	DL1668	595.95	1466.03	6939.74
14916	2022-12-28 01:45:00	2022-12-28 04:03:00	Atlanta (ATL)	Dallas (DAL)	DL2102	619.96	1471.9	8365.34
14917	2022-12-27 21:55:00	2022-12-27 23:45:00	Tulsa (TUL)	Atlanta (ATL)	DL951	266.98	1372.8	6685.51
14918	2022-12-27 18:51:00	2022-12-27 21:00:00	Atlanta (ATL)	Tulsa (TUL)	DL951	643.69	1525.34	6153.73
14919	2022-12-27 16:27:00	2022-12-27 17:56:00	Little Rock (LIT)	Atlanta (ATL)	DL1514	654.88	3073.86	5414.52
14920	2022-12-27 13:55:00	2022-12-27 15:32:00	Atlanta (ATL)	Little Rock (LIT)	DL1514	371.43	1503.73	5011.03
14921	2022-12-27 11:25:00	2022-12-27 12:28:00	Huntsville (HSV)	Atlanta (ATL)	DL2745	263.26	2458.15	5581.92
14922	2022-12-27 03:46:00	2022-12-27 04:43:00	Atlanta (ATL)	Huntsville (HSV)	DL1702	675.37	3277.67	6606.71
14923	2022-12-30 22:15:00	2022-12-30 00:12:00	Windsor Locks (BDL)	Detroit (DTW)	DL2251	310.68	2053.27	8569.99
14924	2022-12-30 19:40:00	2022-12-30 21:20:00	Detroit (DTW)	Windsor Locks (BDL)	DL2251	329.59	3005.74	8271.23
14925	2022-12-30 16:32:00	2022-12-30 18:22:00	Kansas City (MCI)	Detroit (DTW)	DL406	739.42	1275.28	3057.82
14926	2022-12-30 13:25:00	2022-12-30 15:37:00	Detroit (DTW)	Kansas City (MCI)	DL406	612.05	1508.09	4038.06
14927	2022-12-29 23:52:00	2022-12-29 01:25:00	St. Louis (STL)	Detroit (DTW)	DL2456	293.77	2431.94	4660.39
14928	2022-12-29 21:12:00	2022-12-29 22:56:00	Detroit (DTW)	St. Louis (STL)	DL2456	289.53	2475.08	8559.8
14929	2022-12-29 18:13:00	2022-12-29 20:17:00	Charleston (CHS)	Detroit (DTW)	DL979	465.67	1092.74	8571.01
14930	2022-12-29 15:17:00	2022-12-29 17:03:00	Detroit (DTW)	Charleston (CHS)	DL979	267	1550.37	4304.17
14931	2022-12-29 12:39:00	2022-12-29 14:14:00	St. Louis (STL)	Detroit (DTW)	DL2084	387.5	3416.76	6701.55
14932	2022-12-29 01:29:00	2022-12-29 03:19:00	Detroit (DTW)	St. Louis (STL)	DL2505	546.14	2619.24	9409.62
14933	2022-12-28 22:15:00	2022-12-28 00:12:00	Windsor Locks (BDL)	Detroit (DTW)	DL2251	293.77	1734.48	8478.38
14934	2022-12-28 19:40:00	2022-12-28 21:20:00	Detroit (DTW)	Windsor Locks (BDL)	DL2251	373.56	3277.68	8767.37
14935	2022-12-28 16:32:00	2022-12-28 18:22:00	Kansas City (MCI)	Detroit (DTW)	DL406	613.12	1231.99	6803.36
14936	2022-12-28 13:25:00	2022-12-28 15:37:00	Detroit (DTW)	Kansas City (MCI)	DL406	430.86	2531.67	4859.21
14937	2022-12-28 10:34:00	2022-12-28 12:24:00	Raleigh-Durham (RDU)	Detroit (DTW)	DL2430	663.59	2502.69	3256.77
14938	2022-12-28 03:29:00	2022-12-28 05:17:00	Detroit (DTW)	Raleigh-Durham (RDU)	DL2348	576.72	2020.58	4220.76
14939	2022-12-27 23:57:00	2022-12-27 01:20:00	Chicago (ORD)	Detroit (DTW)	DL2466	309.98	2778.86	9705.93
14940	2022-12-27 21:12:00	2022-12-27 22:35:00	Detroit (DTW)	Chicago (ORD)	DL1499	304.05	1431.31	5063.75
14941	2022-12-27 20:20:00	2022-12-27 21:38:00	Chicago (ORD)	Detroit (DTW)	DL337	686.59	3498.69	7765.31
14942	2022-12-27 17:25:00	2022-12-27 18:49:00	Detroit (DTW)	Chicago (ORD)	DL337	664.76	2693.91	3901.19
14943	2022-12-27 15:28:00	2022-12-27 16:20:00	Grand Rapids (GRR)	Detroit (DTW)	DL2927	570.59	867.3	6205.14
14944	2022-12-27 13:28:00	2022-12-27 14:33:00	Detroit (DTW)	Grand Rapids (GRR)	DL2927	654.06	2108.24	5954.48
14945	2022-12-27 11:00:00	2022-12-27 12:55:00	New York (EWR)	Detroit (DTW)	DL532	293.55	2021.51	6954.01
14946	2023-01-05 00:55:00	2023-01-05 02:50:00	Washington (IAD)	Atlanta (ATL)	DL1017	478.31	1068.38	7826.84
14947	2023-01-04 22:22:00	2023-01-04 00:00:00	Atlanta (ATL)	Washington (IAD)	DL1017	411.73	2688.09	9462.58
14948	2023-01-04 19:48:00	2023-01-04 21:10:00	Charlotte (CLT)	Atlanta (ATL)	DL2487	453.56	2532.7	5175.7
14949	2023-01-04 17:47:00	2023-01-04 18:53:00	Atlanta (ATL)	Charlotte (CLT)	DL558	567.98	2342.27	9643.53
14950	2023-01-04 15:31:00	2023-01-04 16:51:00	Jackson (JAN)	Atlanta (ATL)	DL976	472.67	2001.47	5345.64
